,Flow Duration,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Bwd Packets/s,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Avg Bwd Segment Size,Init_Win_bytes_forward,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
96,2214112,162,139,24,10493,19346,234148,9,2213646,20688,23389,234148,274,21491,27977,278639,15,3464,3336,46,162,138,32,1073,1,202,211,139,139,29200,32,0,0,0,0,1540542987828191,686940,1540542989048496,1540542986835325,15
97,1995340,162,139,24,9280,12053,85333,8,1994680,17970,11809,85559,124,19370,14296,101987,8,3592,3336,52,162,136,37,1402,1,202,215,136,139,29200,32,0,0,0,0,1540542988173366,581088,1540542989218353,1540542987224218,15
98,2320331,162,139,24,10944,22756,293207,9,2319488,21476,28454,293207,71,22525,29007,293689,11,3496,3336,44,162,138,34,1164,1,202,212,138,139,29200,32,0,0,0,0,1540542988364708,658113,1540542989453439,1540542987134903,15
99,2350866,162,139,24,10934,17062,174143,6,2350262,21173,19155,174143,136,22821,24489,215778,15,3592,3336,44,162,135,37,1391,1,202,215,136,139,29200,32,0,0,0,0,1540542988298347,666680,1540542989601678,1540542987252138,15
100,2125702,162,139,24,10170,16464,194062,5,2125428,20242,18872,194062,120,20636,22917,238506,8,3400,3336,48,163,140,30,906,1,202,209,140,139,29200,32,0,0,0,0,1540542988475725,623820,1540542989694652,1540542987569668,15
101,2289640,162,140,19,10551,16460,174264,7,2289640,20084,18489,174264,92,22443,23703,215643,271,3688,3304,44,165,135,39,1569,1,202,217,135,140,29200,32,0,0,0,0,1540542988534069,675812,1540542989855668,1540542987567048,15
102,3461614,162,139,24,15734,61705,898555,4,3460981,29836,82715,898555,171,33605,88358,898885,31,3752,3336,30,165,132,42,1775,1,202,220,133,139,29200,32,0,0,0,0,1540542988264198,1172140,1540542989924292,1540542986463355,15
103,2152933,162,139,24,10013,11472,46009,5,2152176,19388,9454,46715,155,20899,9966,71581,25,3592,3336,48,162,136,37,1415,1,202,215,137,139,29200,32,0,0,0,0,1540542988890471,645523,1540542990039040,1540542987887178,15
104,2363576,162,139,24,11201,13723,120474,3,2363129,22085,12196,120474,307,22942,16117,163233,3,3464,3336,44,162,139,32,1082,1,202,211,139,139,29200,32,0,0,0,0,1540542989013745,688491,1540542990204158,1540542987841616,15
105,2436810,162,139,24,11548,22892,299521,5,2436129,22767,28300,299521,149,23655,32762,343573,8,3464,3336,42,164,138,32,1070,1,202,211,139,139,29200,32,0,0,0,0,1540542989684598,710085,1540542991046019,1540542988610441,15
106,2023155,162,140,19,9773,10828,35514,5,2023155,19453,7981,36020,152,19830,7598,36132,186,3368,3304,50,162,141,26,718,1,202,207,141,140,29200,32,0,0,0,0,1540542990255730,578427,1540542991258053,1540542989235785,15
107,2326717,162,139,24,10923,15494,162452,4,2326305,21342,16258,162452,134,22587,20487,206240,4,3528,3336,44,166,137,35,1246,1,202,213,138,139,29200,32,0,0,0,0,1540542990106025,704621,1540542991376019,1540542989049738,15
108,2187251,162,139,24,10465,11878,65571,5,2186346,20822,9150,65571,202,21231,11807,114099,5,3400,3336,47,164,139,30,900,1,202,209,140,139,29200,32,0,0,0,0,1540542990702399,602678,1540542991809728,1540542989624139,15
109,2119644,162,139,24,10239,11136,35981,5,2119385,20576,7198,36285,230,20574,7227,36534,7,3336,3336,49,163,141,26,719,1,202,207,141,139,29200,32,0,0,0,0,1540542990717049,614824,1540542991832628,1540542989713696,15
110,2440829,162,139,24,11459,15606,162485,7,2440505,22389,15877,162485,220,23693,20045,206633,7,3528,3336,42,162,137,35,1236,1,202,213,137,139,29200,32,0,0,0,0,1540542990688188,736046,1540542991923004,1540542989482890,15
111,2211056,162,139,24,10478,12120,76751,5,2210683,20660,9926,76751,182,21463,13011,118458,6,3464,3336,47,162,138,32,1070,1,202,211,139,139,29200,32,0,0,0,0,1540542990881799,624521,1540542992085806,1540542989875463,15
112,2025067,162,139,24,9689,11088,43765,4,2024404,19280,8727,44216,189,19658,8479,45617,4,3400,3336,51,162,139,29,897,1,202,209,140,139,29200,32,0,0,0,0,1540542991030622,597587,1540542992085379,1540542990061601,15
113,2566038,162,139,24,11935,16596,162581,8,2565602,23113,17263,162581,212,24908,21634,206721,35,3592,3336,40,162,136,37,1406,1,202,215,136,139,29200,32,0,0,0,0,1540542991557659,744126,1540542992791025,1540542990226013,15
114,2154446,162,139,24,10308,11940,76568,6,2153422,20508,9893,77023,236,20913,10896,79231,228,3400,3336,48,162,139,29,888,1,202,209,140,139,29200,32,0,0,0,0,1540542992194661,643716,1540542993219912,1540542991067458,15
